Method,Mode,Image,Tissue_TP,Tissue_TN,Tissue_FP,Tissue_FN,Tissue_DICE,Tissue_JACCARD,Tissue_PRECISION,Tissue_RECALL,Tissue_ACCURACY,Tissue_F1,Tissue_SPECIFICITY,Tissue_NPV,Tissue_FDR,Other_TP,Other_TN,Other_FP,Other_FN,Other_DICE,Other_JACCARD,Other_PRECISION,Other_RECALL,Other_ACCURACY,Other_F1,Other_SPECIFICITY,Other_NPV,Other_FDR,Overlap,Sigma
HistoKit (no postprocessing),gaussian,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8.png,7895110,33192344,6575,11270671,0.5833652843601983,0.41179654707016705,0.9991678989987579,0.4119378177179422,0.7846403015772075,0.5833652843601983,0.9998019513828146,0.746515817697023,0.0008321010012421401,33192344,7895110,11270671,6575,0.8547905592976863,0.7464054424607918,0.746515817697023,0.9998019513828146,0.7846403015772075,0.8547905592976864,0.4119378177179422,0.9991678989987579,0.253484182302977,0.5,0.75
HistoKit (no postprocessing),gaussian,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.png,52594699,325070164,40447,45295890,0.6988133823096762,0.5370585378061353,0.9992315590803149,0.5372804427604374,0.8928222023956434,0.6988133823096763,0.9998755900341869,0.8776996716875137,0.0007684409196851092,325070164,52594699,45295890,40447,0.9348125691607496,0.8776038301768359,0.8776996716875137,0.9998755900341869,0.8928222023956434,0.9348125691607497,0.5372804427604374,0.9992315590803149,0.12230032831248622,0.5,0.75
HistoKit (no postprocessing),gaussian,TCGA-BA-A6DF-01Z-00-DX1.AAA638F5-C794-441B-A034-30AD8CC72573.png,192469543,816539605,111720,31780700,0.9234884610665682,0.8578528215141352,0.9994198812581263,0.8582801981623717,0.969360772449139,0.9234884610665681,0.999863197430066,0.962536909923428,0.0005801187418736578,816539605,192469543,31780700,111720,0.9808450670117425,0.9624101647978222,0.962536909923428,0.999863197430066,0.969360772449139,0.9808450670117423,0.8582801981623717,0.9994198812581263,0.03746309007657196,0.5,0.75
HistoKit (no postprocessing),gaussian,normal_004.png,10666723,1294874216,75688,9625357,0.6874108552320062,0.5237060339650373,0.9929542818646577,0.5256594198327623,0.992624136761133,0.6874108552320063,0.9999415514069183,0.9926214180523921,0.007045718135342243,1294874216,10666723,9625357,75688,0.9962680386420913,0.9925638287877974,0.9926214180523921,0.9999415514069183,0.992624136761133,0.9962680386420912,0.5256594198327623,0.9929542818646577,0.007378581947607889,0.5,0.75
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SL-01Z-00-DX2.F64D1539-E590-4B51-96B4-1F95CAE6E33A.png,257992147,301677985,1525336,74503732,0.8715754189345476,0.7723825176793037,0.9941224152516923,0.7759258483922443,0.8804008751308795,0.8715754189345476,0.9949692635457644,0.8019474933706042,0.005877584748307689,301677985,257992147,74503732,1525336,0.8880913418054991,0.7987089004663093,0.8019474933706042,0.9949692635457644,0.8804008751308795,0.8880913418054992,0.7759258483922443,0.9941224152516923,0.1980525066293958,0.5,0.75
HistoKit (no postprocessing),gaussian,tumor_031.png,31535537,1305352957,89848,14898266,0.8079903931360393,0.6778388265357764,0.9971589911079344,0.6791504240994433,0.9889131050043289,0.8079903931360394,0.9999311743113862,0.988715582503952,0.0028410088920656617,1305352957,31535537,14898266,89848,0.9942917514987775,0.9886483013145624,0.988715582503952,0.9999311743113862,0.9889131050043289,0.9942917514987775,0.6791504240994433,0.9971589911079344,0.011284417496048024,0.5,0.75
HistoKit (no postprocessing),gaussian,tumor_021.png,151845354,1108511547,203273,88187090,0.7745610039919525,0.6320681865969164,0.9986631053235357,0.6326034575559294,0.9344648435186742,0.7745610039919525,0.9998166588952062,0.9263080216911788,0.0013368946764642604,1108511547,151845354,88187090,203273,0.9616596481938554,0.9261507043630668,0.9263080216911788,0.9998166588952062,0.9344648435186742,0.9616596481938554,0.6326034575559294,0.9986631053235357,0.0736919783088213,0.5,0.75
HistoKit (no postprocessing),gaussian,TCGA-SR-A6MX-01Z-00-DX1.2642CBB2-65ED-48E9-BC30-D2F3F5D4D8B3.png,70479503,267352979,109255,16435791,0.8949547913853035,0.8098807038919558,0.9984522322945532,0.8108987470030303,0.9533123725610502,0.8949547913853035,0.9995915124226473,0.9420844207471635,0.0015477677054468078,267352979,70479503,16435791,109255,0.9699863657753991,0.9417218700270986,0.9420844207471635,0.9995915124226473,0.9533123725610502,0.9699863657753991,0.8108987470030303,0.9984522322945532,0.05791557925283654,0.5,0.75
HistoKit (no postprocessing),gaussian,TCGA-G9-6333-11A-01-TS1.924c9301-78b6-4330-be95-533b25cf1a91.png,6656392,71200878,261406,8666788,0.5985700808660482,0.42711381617708677,0.9622125421991218,0.4344001701996583,0.8971233938439276,0.5985700808660482,0.996342042468164,0.8914856482722308,0.037787457800878256,71200878,6656392,8666788,261406,0.9410018043354934,0.8885773443126859,0.8914856482722308,0.996342042468164,0.8971233938439276,0.9410018043354934,0.4344001701996583,0.9622125421991218,0.10851435172776928,0.5,0.75
HistoKit (no postprocessing),gaussian,TCGA-FA-A82F-01Z-00-DX1.6D1B9A0A-FAA1-4E4D-9280-3D87F9929972.png,191229584,532089937,930017,22741498,0.9417145367467841,0.8898492603800039,0.9951601845801085,0.893716955639828,0.9683108446297339,0.9417145367467841,0.9982551929003394,0.9590118789862726,0.0048398154198915095,532089937,191229584,22741498,930017,0.978240120627359,0.9574070585233753,0.9590118789862726,0.9982551929003394,0.9683108446297339,0.9782401206273589,0.893716955639828,0.9951601845801085,0.04098812101372735,0.5,0.75
HistoKit (no postprocessing),gaussian,TCGA-DQ-7590-01Z-00-DX1.8319DF99-1663-48DE-BB6A-A156FBAC2EA1.png,8825863,212644230,82121,24655002,0.4164238099505839,0.2629641772636082,0.9907811913447532,0.2636091689984712,0.8995272218179016,0.41642380995058387,0.9996139594384337,0.8961016359294411,0.009218808655246798,212644230,8825863,24655002,82121,0.9450317405621804,0.895791633641923,0.8961016359294411,0.9996139594384337,0.8995272218179016,0.9450317405621804,0.2636091689984712,0.9907811913447532,0.10389836407055882,0.5,2.25
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SJ-01Z-00-DX2.36E46E11-79CA-4356-B68F-F387219B3D16.png,132753868,214057269,820193,190288158,0.5814682039443784,0.4099084740724265,0.9938596386614315,0.4109492181057582,0.644726849903605,0.5814682039443784,0.9961829733450593,0.5293920858414951,0.006140361338568571,214057269,132753868,190288158,820193,0.6913738907348433,0.5283204162288004,0.5293920858414951,0.9961829733450593,0.644726849903605,0.6913738907348433,0.4109492181057582,0.9938596386614315,0.4706079141585049,0.5,0.75
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SI-01Z-00-DX1.35E5FB1A-9AAC-4942-892B-E9D80F6BDA23.png,150583548,171339306,3135465,23593201,0.9184842590310759,0.849256487203978,0.9796026207896612,0.8645444863596575,0.9233370157112752,0.9184842590310758,0.9820291209896472,0.8789673340629637,0.020397379210338802,171339306,150583548,23593201,3135465,0.927644452094417,0.865053063702798,0.8789673340629637,0.9820291209896472,0.9233370157112752,0.9276444520944171,0.8645444863596575,0.9796026207896612,0.12103266593703635,0.5,2.25
HistoKit (no postprocessing),gaussian,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8.png,7891872,33192340,6579,11273909,0.5831957101165849,0.41162757219246876,0.9991670518687779,0.4117688707806898,0.7845783896403493,0.5831957101165849,0.9998018308969638,0.7464614341542504,0.0008329481312221852,33192340,7891872,11273909,6579,0.8547548625659317,0.7463510078558531,0.7464614341542504,0.9998018308969638,0.7845783896403493,0.8547548625659317,0.4117688707806898,0.9991670518687779,0.2535385658457497,0.5,2.25
HistoKit (no postprocessing),gaussian,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.png,52598259,325070116,40495,45292330,0.6988439323753641,0.5370946266662381,0.9992306998756088,0.5373168098927262,0.8928305049725628,0.6988439323753641,0.9998754423921279,0.8777080924668048,0.0007693001243912422,325070116,52598259,45292330,40495,0.9348172807792897,0.8776121353744867,0.8777080924668048,0.9998754423921279,0.8928305049725628,0.9348172807792898,0.5373168098927262,0.9992306998756088,0.1222919075331952,0.5,2.25
HistoKit (no postprocessing),gaussian,TCGA-BA-A6DF-01Z-00-DX1.AAA638F5-C794-441B-A034-30AD8CC72573.png,192473314,816537304,114021,31776929,0.9234931021502097,0.8578608311705112,0.9994079517222667,0.8582970141976614,0.9693621846864199,0.9234931021502097,0.9998603798261149,0.962541087059658,0.0005920482777333204,816537304,192473314,31776929,114021,0.9808458800563369,0.9624117303382497,0.962541087059658,0.9998603798261149,0.9693621846864199,0.9808458800563368,0.8582970141976614,0.9994079517222667,0.037458912940342,0.5,2.25
HistoKit (no postprocessing),gaussian,normal_004.png,10666958,1294874170,75734,9625122,0.6874197754699148,0.5237163890047307,0.9929501841810228,0.5256710007056941,0.9926242804609254,0.6874197754699148,0.9999415158843087,0.9926215966087316,0.007049815818977217,1294874170,10666958,9625122,75734,0.9962681109463776,0.9925639723230453,0.9926215966087316,0.9999415158843087,0.9926242804609254,0.9962681109463776,0.5256710007056941,0.9929501841810228,0.007378403391268379,0.5,2.25
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SL-01Z-00-DX2.F64D1539-E590-4B51-96B4-1F95CAE6E33A.png,257981163,301678673,1524648,74514716,0.8715554950527252,0.7723512243904699,0.9941248020839117,0.7758928133963429,0.8803846787914787,0.8715554950527253,0.9949715326501981,0.8019244405169491,0.005875197916088284,301678673,257981163,74514716,1524648,0.888078109768886,0.7986874955616694,0.8019244405169491,0.9949715326501981,0.8803846787914787,0.8880781097688859,0.7758928133963429,0.9941248020839117,0.1980755594830509,0.5,2.25
HistoKit (no postprocessing),gaussian,tumor_031.png,31537032,1305352929,89876,14896771,0.8080129323956581,0.6778705527565866,0.9971582425951977,0.6791826204715561,0.9889141901625389,0.8080129323956581,0.9999311528627254,0.9887167018481429,0.0028417574048022654,1305352929,31537032,14896771,89876,0.9942923068975283,0.9886493995390168,0.9887167018481429,0.9999311528627254,0.9889141901625389,0.9942923068975285,0.6791826204715561,0.9971582425951977,0.011283298151857182,0.5,2.25
HistoKit (no postprocessing),gaussian,tumor_021.png,151828611,1108510065,204755,88203833,0.7745057443289941,0.6319945938097622,0.9986532232667926,0.6325337044853819,0.9344513309796786,0.7745057443289941,0.9998153222124333,0.9262949706296467,0.001346776733207367,1108510065,151828611,88203833,204755,0.9616519967372072,0.9261365107992848,0.9262949706296467,0.9998153222124333,0.9344513309796786,0.9616519967372074,0.6325337044853819,0.9986532232667926,0.07370502937035331,0.5,2.25
HistoKit (no postprocessing),gaussian,TCGA-SR-A6MX-01Z-00-DX1.2642CBB2-65ED-48E9-BC30-D2F3F5D4D8B3.png,70492378,267351745,110489,16422916,0.8950381029397619,0.8100171646832526,0.9984350635506062,0.8110468797355733,0.9533452217094307,0.8950381029397619,0.999586898687162,0.942126911747064,0.0015649364493937618,267351745,70492378,16422916,110489,0.9700067155337997,0.9417602329674518,0.942126911747064,0.999586898687162,0.9533452217094307,0.9700067155337997,0.8110468797355733,0.9984350635506062,0.057873088252936015,0.5,2.25
HistoKit (no postprocessing),gaussian,TCGA-G9-6333-11A-01-TS1.924c9301-78b6-4330-be95-533b25cf1a91.png,6635638,71201122,261162,8687542,0.5972676843093468,0.42578878209936616,0.9621328732165642,0.43304575159986375,0.8968870639442569,0.5972676843093467,0.9963454568566547,0.8912543837258312,0.037867126783435796,71201122,6635638,8687542,261162,0.9408744767161947,0.8883503003487494,0.8912543837258312,0.9963454568566547,0.8968870639442569,0.9408744767161947,0.43304575159986375,0.9621328732165642,0.10874561627416876,0.5,2.25
HistoKit (no postprocessing),gaussian,TCGA-FA-A82F-01Z-00-DX1.6D1B9A0A-FAA1-4E4D-9280-3D87F9929972.png,191268075,532092734,927220,22703007,0.9418213118118341,0.8900399548061576,0.9951756363234594,0.8938968444343334,0.9683661170466843,0.9418213118118341,0.9982604403586737,0.9590786206125544,0.004824363676540573,532092734,191268075,22703007,927220,0.9782773615892718,0.9574784044238906,0.9590786206125544,0.9982604403586737,0.9683661170466843,0.9782773615892717,0.8938968444343334,0.9951756363234594,0.04092137938744558,0.5,2.25
HistoKit (no postprocessing),constant,TCGA-DQ-7590-01Z-00-DX1.8319DF99-1663-48DE-BB6A-A156FBAC2EA1.png,8828624,212644763,81588,24652241,0.4165321867146711,0.26305061790328615,0.9908433155125826,0.2636916340124426,0.8995406007921393,0.41653218671467107,0.9996164650048456,0.8961122956276346,0.009156684487417358,212644763,8828624,24652241,81588,0.9450387880424561,0.8958042981399098,0.8961122956276346,0.9996164650048456,0.8995406007921393,0.9450387880424561,0.2636916340124426,0.9908433155125826,0.10388770437236536,0.75,
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SJ-01Z-00-DX2.36E46E11-79CA-4356-B68F-F387219B3D16.png,132768666,214066526,810936,190273360,0.581525963110972,0.4099658844559217,0.9939291928718278,0.4109950263870621,0.6447715684916773,0.581525963110972,0.9962260537124177,0.5294222346394983,0.006070807128172159,214066526,132768666,190273360,810936,0.6914099764530499,0.5283625612389847,0.5294222346394983,0.9962260537124177,0.6447715684916773,0.6914099764530499,0.4109950263870621,0.9939291928718278,0.47057776536050167,0.5,2.25
HistoKit (no postprocessing),constant,TCGA-YL-A8SI-01Z-00-DX1.35E5FB1A-9AAC-4942-892B-E9D80F6BDA23.png,150750813,171542384,2932387,23425936,0.9196049316777024,0.8511746847435357,0.9809192741952276,0.8655048039735774,0.924399231071759,0.9196049316777024,0.983193060044194,0.8798474747076859,0.019080725804772415,171542384,150750813,23425936,2932387,0.9286539019347908,0.8668103646542303,0.8798474747076859,0.983193060044194,0.924399231071759,0.9286539019347909,0.8655048039735774,0.9809192741952276,0.12015252529231416,0.75,
HistoKit (no postprocessing),constant,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8.png,7868980,33192214,6705,11296801,0.5819935945780454,0.4104308643125362,0.9991486454829008,0.4105744503706893,0.7841388187080228,0.5819935945780454,0.9997980355926649,0.7460766213862006,0.0008513545170991476,33192214,7868980,11296801,6705,0.8545011378472235,0.7459641961069514,0.7460766213862006,0.9997980355926649,0.7841388187080228,0.8545011378472235,0.4105744503706893,0.9991486454829008,0.2539233786137994,0.75,
HistoKit (no postprocessing),constant,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.png,52629681,325069918,40693,45260908,0.6991145639789778,0.5374143983941719,0.999227402486263,0.5376378009126087,0.8929043203659942,0.6991145639789778,0.9998748333686347,0.8777824992618897,0.0007725975137370393,325069918,52629681,45260908,40693,0.9348592151836359,0.8776860566322325,0.8777824992618897,0.9998748333686347,0.8929043203659942,0.9348592151836359,0.5376378009126087,0.999227402486263,0.1222175007381103,0.75,
HistoKit (no postprocessing),constant,TCGA-BA-A6DF-01Z-00-DX1.AAA638F5-C794-441B-A034-30AD8CC72573.png,192588564,816536097,115228,31661679,0.9237879854070725,0.858369887049153,0.9994020460168215,0.8588109489807777,0.9694717464389486,0.9237879854070725,0.9998589018391661,0.9626718203043249,0.0005979539831784939,816536097,192588564,31661679,115228,0.9809130407188777,0.9625410587245932,0.9626718203043249,0.9998589018391661,0.9694717464389486,0.9809130407188777,0.8588109489807777,0.9994020460168215,0.037328179695675125,0.75,
HistoKit (no postprocessing),constant,normal_004.png,10667560,1294873229,76675,9624520,0.6874243930054196,0.523721749316539,0.9928636147664306,0.5257006674525233,0.9926240227136788,0.6874243930054196,0.9999407892152714,0.9926220493616199,0.0071363852335694445,1294873229,10667560,9624520,76675,0.996267978318854,0.99256370903681,0.9926220493616199,0.9999407892152714,0.9926240227136788,0.9962679783188539,0.5257006674525233,0.9928636147664306,0.0073779506383801355,0.75,
HistoKit (no postprocessing),constant,TCGA-YL-A8SL-01Z-00-DX2.F64D1539-E590-4B51-96B4-1F95CAE6E33A.png,258497881,301650835,1552486,73997998,0.8724985863803785,0.7738336962074339,0.9940300564928639,0.7774468717550632,0.8811537217602288,0.8724985863803785,0.9948797196716721,0.8030128367256235,0.005969943507136062,301650835,258497881,73997998,1552486,0.8887084860012097,0.799707794765161,0.8030128367256235,0.9948797196716721,0.8811537217602288,0.8887084860012097,0.7774468717550632,0.9940300564928639,0.19698716327437651,0.75,
HistoKit (no postprocessing),constant,tumor_031.png,31543048,1305352046,90759,14890755,0.8080956493992835,0.6779869953423742,0.9971309491772521,0.6793121812572621,0.988917987106705,0.8080956493992836,0.9999304764638846,0.98872119962425,0.0028690508227479546,1305352046,31543048,14890755,90759,0.9942942468185203,0.9886532354748295,0.98872119962425,0.9999304764638846,0.988917987106705,0.9942942468185202,0.6793121812572621,0.9971309491772521,0.011278800375749975,0.75,
HistoKit (no postprocessing),constant,tumor_021.png,151793244,1108512215,202605,88239200,0.7743994334612987,0.6318530315699271,0.9986670359662256,0.6323863619036433,0.934426702940841,0.7743994334612987,0.9998172613945938,0.9262677287078871,0.0013329640337743697,1108512215,151793244,88239200,202605,0.9616382128450474,0.9261109420059427,0.9262677287078871,0.9998172613945938,0.934426702940841,0.9616382128450474,0.6323863619036433,0.9986670359662256,0.0737322712921129,0.75,
HistoKit (no postprocessing),constant,TCGA-SR-A6MX-01Z-00-DX1.2642CBB2-65ED-48E9-BC30-D2F3F5D4D8B3.png,70475180,267353367,108867,16440114,0.894926665121729,0.8098346389113709,0.9984576259845231,0.8108490089212608,0.9533012685838251,0.894926665121729,0.9995929630947448,0.9420701492434916,0.0015423740154768967,267353367,70475180,16440114,108867,0.9699794840222201,0.9417088970324402,0.9420701492434916,0.9995929630947448,0.9533012685838251,0.96997948402222,0.8108490089212608,0.9984576259845231,0.05792985075650839,0.75,
HistoKit (no postprocessing),constant,TCGA-G9-6333-11A-01-TS1.924c9301-78b6-4330-be95-533b25cf1a91.png,6638917,71212052,250232,8684263,0.5977686536157465,0.426298167671927,0.9636773714721514,0.4332597411242314,0.8970507895193139,0.5977686536157465,0.996498404668958,0.8913058380727572,0.03632262852784865,71212052,6638917,8684263,250232,0.9409713418396533,0.8885230202119625,0.8913058380727572,0.996498404668958,0.8970507895193139,0.9409713418396533,0.4332597411242314,0.9636773714721514,0.10869416192724282,0.75,
HistoKit (no postprocessing),constant,TCGA-FA-A82F-01Z-00-DX1.6D1B9A0A-FAA1-4E4D-9280-3D87F9929972.png,191625431,532094226,925728,22345651,0.9427549672491351,0.8917090532893438,0.9951923010756845,0.8955669579686474,0.9688465083535487,0.942754967249135,0.9982632395034127,0.9596968906332832,0.004807698924315485,532094226,191625431,22345651,925728,0.97860024036143,0.9580971907685929,0.9596968906332832,0.9982632395034127,0.9688465083535487,0.9786002403614299,0.8955669579686474,0.9951923010756845,0.04030310936671678,0.75,
HistoKit (no postprocessing),gaussian,TCGA-DQ-7590-01Z-00-DX1.8319DF99-1663-48DE-BB6A-A156FBAC2EA1.png,8836067,212648015,78336,24644798,0.4168421343627312,0.2632978955607435,0.9912124233109049,0.26391394009682845,0.8995840398114083,0.4168421343627312,0.999631752250571,0.8961418271020286,0.008787576689095165,212648015,8836067,24644798,78336,0.9450620418467335,0.8958460870069765,0.8961418271020286,0.999631752250571,0.8995840398114083,0.9450620418467335,0.26391394009682845,0.9912124233109049,0.10385817289797142,0.9,1.75
HistoKit (no postprocessing),constant,TCGA-YL-A8SJ-01Z-00-DX2.36E46E11-79CA-4356-B68F-F387219B3D16.png,132965113,214047772,829690,190076913,0.5821120564690725,0.41054870317851405,0.9937987875358657,0.41160314231065404,0.645101902312935,0.5821120564690725,0.9961387760620516,0.5296577515426953,0.006201212464134351,214047772,132965113,190076913,829690,0.6915897563114591,0.5285725632671582,0.5296577515426953,0.9961387760620516,0.645101902312935,0.6915897563114591,0.41160314231065404,0.9937987875358657,0.4703422484573047,0.75,
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SI-01Z-00-DX1.35E5FB1A-9AAC-4942-892B-E9D80F6BDA23.png,150908201,171602086,2872685,23268548,0.9202908235388391,0.8523506547894415,0.9813196225179767,0.8664084148223481,0.9250218871840857,0.9202908235388392,0.9835352413215089,0.8805948976386047,0.01868037748202335,171602086,150908201,23268548,2872685,0.9292228016211546,0.8678021936103945,0.8805948976386047,0.9835352413215089,0.9250218871840857,0.9292228016211547,0.8664084148223481,0.9813196225179767,0.1194051023613953,0.9,1.75
HistoKit (no postprocessing),gaussian,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8.png,7895931,33192340,6579,11269850,0.583408165665132,0.4118392832181328,0.9991674796994879,0.4119806544799818,0.7846559036908451,0.583408165665132,0.9998018308969638,0.7465295794021842,0.0008325203005121157,33192340,7895931,11269850,6579,0.8547995367926049,0.7464191329424927,0.7465295794021842,0.9998018308969638,0.7846559036908451,0.854799536792605,0.4119806544799818,0.9991674796994879,0.2534704205978158,0.9,1.75
HistoKit (no postprocessing),gaussian,TCGA-G9-7509-01Z-00-DX1.D75B78D5-F5B9-4684-9FE0-C7279122D66F.png,52695950,325069868,40743,45194639,0.6996866610127108,0.5380908124480529,0.999227425959379,0.5383147709939716,0.8930608660211838,0.6996866610127107,0.9998746795748232,0.8779395860376107,0.0007725740406210151,325069868,52695950,45194639,40743,0.9349482303449345,0.8778429903437772,0.8779395860376107,0.9998746795748232,0.8930608660211838,0.9349482303449346,0.5383147709939716,0.999227425959379,0.12206041396238933,0.9,1.75
HistoKit (no postprocessing),gaussian,TCGA-BA-A6DF-01Z-00-DX1.AAA638F5-C794-441B-A034-30AD8CC72573.png,192633614,816537007,114318,31616629,0.9239062688943422,0.8585741577966941,0.9994069041425565,0.8590118406248505,0.9695159004698511,0.9239062688943422,0.9998600161458135,0.9627229930309465,0.0005930958574434926,816537007,192633614,31616629,114318,0.9809401414920459,0.9625932503398567,0.9627229930309465,0.9998600161458135,0.9695159004698511,0.9809401414920459,0.8590118406248505,0.9994069041425565,0.03727700696905342,0.9,1.75
HistoKit (no postprocessing),gaussian,normal_004.png,10669520,1294872719,77185,9622560,0.6874959828485554,0.5238048599200805,0.9928177985717482,0.5257972568608048,0.9926251251724033,0.6874959828485555,0.9999403953776423,0.9926235378886334,0.007182201428251729,1294872719,10669520,9622560,77185,0.9962685325840164,0.9925648093397134,0.9926235378886334,0.9999403953776423,0.9926251251724033,0.9962685325840164,0.5257972568608048,0.9928177985717482,0.007376462111366522,0.9,1.75
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SL-01Z-00-DX2.F64D1539-E590-4B51-96B4-1F95CAE6E33A.png,258602779,301654376,1548945,73893100,0.8727033660169887,0.7741559228590232,0.9940459937140375,0.7777623583719665,0.8813243040104503,0.8727033660169887,0.9948913983036485,0.8032389918125824,0.005954006285962572,301654376,258602779,73893100,1548945,0.8888516295915303,0.7999396419622874,0.8032389918125824,0.9948913983036485,0.8813243040104503,0.8888516295915302,0.7777623583719665,0.9940459937140375,0.19676100818741757,0.9,1.75
HistoKit (no postprocessing),gaussian,tumor_031.png,31550191,1305351250,91555,14883612,0.8081964559736877,0.6781289248757635,0.9971065123903087,0.6794660131542531,0.9889226820618232,0.8081964559736877,0.9999298667090972,0.9887265422021555,0.0028934876096913236,1305351250,31550191,14883612,91555,0.9942966468473222,0.9886579812331362,0.9887265422021555,0.9999298667090972,0.9889226820618232,0.9942966468473223,0.6794660131542531,0.9971065123903087,0.011273457797844456,0.9,1.75
HistoKit (no postprocessing),gaussian,tumor_021.png,151751463,1108510986,203834,88280981,0.7742663717639068,0.6316758828572927,0.9986585923358763,0.632212297934191,0.9343948140902402,0.7742663717639069,0.9998161529039542,0.9262353162168242,0.0013414076641237456,1108510986,151751463,88280981,203834,0.9616202322634932,0.9260775894735156,0.9262353162168242,0.9998161529039542,0.9343948140902402,0.9616202322634934,0.632212297934191,0.9986585923358763,0.07376468378317583,0.9,1.75
HistoKit (no postprocessing),gaussian,TCGA-SR-A6MX-01Z-00-DX1.2642CBB2-65ED-48E9-BC30-D2F3F5D4D8B3.png,70725402,267355426,106808,16189892,0.896691233859396,0.8127291845926682,0.9984920984393965,0.8137279268709602,0.9540131675617987,0.896691233859396,0.9996006613778602,0.9429019244112505,0.001507901560603573,267355426,70725402,16189892,106808,0.9704238173490588,0.942546878707336,0.9429019244112505,0.9996006613778602,0.9540131675617987,0.9704238173490587,0.8137279268709602,0.9984920984393965,0.05709807558874945,0.9,1.75
HistoKit (no postprocessing),gaussian,TCGA-G9-6333-11A-01-TS1.924c9301-78b6-4330-be95-533b25cf1a91.png,6669341,71199276,263008,8653839,0.5993423926252214,0.4279007156849385,0.9620607675695496,0.4352452297760648,0.8972541415461004,0.5993423926252214,0.996319625048648,0.8916280347986425,0.037939232430450345,71199276,6669341,8653839,263008,0.941071119932744,0.8887009672197942,0.8916280347986425,0.996319625048648,0.8972541415461004,0.9410711199327438,0.4352452297760648,0.9620607675695496,0.10837196520135751,0.9,1.75
HistoKit (no postprocessing),gaussian,TCGA-FA-A82F-01Z-00-DX1.6D1B9A0A-FAA1-4E4D-9280-3D87F9929972.png,191772303,532104129,915825,22198779,0.9431597676098372,0.8924336325432801,0.9952471124738935,0.8962533684808865,0.9690563836966847,0.9431597676098371,0.9982818185452021,0.959951898718886,0.004752887526106434,532104129,191772303,22198779,915825,0.9787417290596802,0.9583684724124754,0.959951898718886,0.9982818185452021,0.9690563836966847,0.9787417290596802,0.8962533684808865,0.9952471124738935,0.040048101281113975,0.9,1.75
HistoKit (no postprocessing),gaussian,TCGA-YL-A8SJ-01Z-00-DX2.36E46E11-79CA-4356-B68F-F387219B3D16.png,132900005,214079644,797818,190142021,0.5819505580298074,0.4103880589814019,0.9940326777048568,0.41140159577874863,0.6450401161149232,0.5819505580298074,0.9962871024602851,0.5296095250114811,0.00596732229514313,214079644,132900005,190142021,797818,0.6915843833842137,0.528566286279122,0.5296095250114811,0.9962871024602851,0.6450401161149232,0.6915843833842138,0.41140159577874863,0.9940326777048568,0.470390474988519,0.9,1.75
HistoKit (no postprocessing),constant,TCGA-DQ-7590-01Z-00-DX1.8319DF99-1663-48DE-BB6A-A156FBAC2EA1.png,8829473,212643403,82948,24651392,0.4165505358560787,0.2630652542367579,0.9906929890318242,0.2637169917802303,0.8995385253046361,0.41655053585607865,0.9996100718147514,0.8961149063551942,0.009307010968175763,212643403,8829473,24651392,82948,0.9450373827544539,0.8958017727887825,0.8961149063551942,0.9996100718147514,0.8995385253046361,0.9450373827544539,0.2637169917802303,0.9906929890318242,0.10388509364480582,0.5,
HistoKit (no postprocessing),constant,TCGA-YL-A8SI-01Z-00-DX1.35E5FB1A-9AAC-4942-892B-E9D80F6BDA23.png,150504156,171567841,2906930,23672593,0.9188629119881695,0.8499041631047207,0.9810513693906059,0.8640886735117556,0.9237647866844234,0.9188629119881695,0.9833389665259971,0.8787515858523445,0.01894863060939416,171567841,150504156,23672593,2906930,0.9281081150016538,0.865859820370863,0.8787515858523445,0.9833389665259971,0.9237647866844234,0.9281081150016538,0.8640886735117556,0.9810513693906059,0.1212484141476555,0.5,
HistoKit (no postprocessing),constant,TCGA-G9-6378-01A-01-BS1.bc59e095-f3ab-4a6e-8cef-ea7fc76abec8.png,7880688,33192341,6578,11285093,0.5826100106209847,0.4110442538656824,0.9991659974444884,0.4111853307725889,0.7843648297421736,0.5826100106209847,0.9998018610184265,0.746273739622659,0.000834002555511631,33192341,7880688,11285093,6578,0.854631807958337,0.7461633856226817,0.746273739622659,0.9998018610184265,0.7843648297421736,0.8546318079583369,0.4111853307725889,0.9991659974444884,0.25372626037734103,0.5,
