Method,Mode,Image,TP,TN,FP,FN,DICE,JACCARD,PRECISION,RECALL,ACCURACY,F1,SPECIFICITY,NPV,FDR,Overlap,Sigma
HistoKit (no postprocessing),constant,d7d9e09c-5b48-9d63-55ef-dabd0e7bf5cd_123455_3.png,0,3205938,2733,0,0.0,0.0,0.0,,0.9991482454885527,,0.9991482454885527,1.0,1.0,0.25,
HistoKit (no postprocessing),constant,0fcbbf47-bbbc-4a27-0d18-fe35bf99ccdb_133554_3.png,1836255,232998,10510,815685,0.8163482602215526,0.6896861912899773,0.9943089673022827,0.6924195117536596,0.7146572827417381,0.8163482602215527,0.9568392003548138,0.22218153626977838,0.00569103269771736,0.25,
HistoKit (no postprocessing),constant,db9f8afe-40d5-d8aa-882f-512377b755a1_120139_1.png,4101272,7198636,1384870,291122,0.8303400422896672,0.7098986648351192,0.7475694212800179,0.9337213373845789,0.8708380921554574,0.8303400422896673,0.8386591679437283,0.961130653353553,0.2524305787199821,0.25,
HistoKit (no postprocessing),constant,6fecdbd3-f25f-98e1-f3e7-fdc984783bf1_110414_3.png,2423192,774070,382408,873080,0.7942454381212848,0.6587123642175998,0.8636983176504135,0.7351310814156113,0.7180421088091629,0.7942454381212847,0.6693339605249733,0.4699450566129375,0.13630168234958653,0.25,
HistoKit (no postprocessing),constant,cbe296c0-32ef-a6c0-58c3-7dcdd9f9743d_115103_5.png,2740507,654407,37237,129995,0.9703922244179874,0.9424872727572867,0.9865945169893265,0.954713496106256,0.9530530191631674,0.9703922244179874,0.9461616091515288,0.8342750273456723,0.01340548301067341,0.25,
HistoKit (no postprocessing),constant,aedd99b7-9b77-3379-0a55-09f4124063bb_103758_2.png,4556203,134666,20047,822608,0.9153541098341839,0.8439197696994438,0.9956193389784211,0.8470650855737448,0.847718199107838,0.9153541098341839,0.8704245926328105,0.1406765461090555,0.004380661021578804,0.25,
HistoKit (no postprocessing),constant,ed9d6e50-ec08-4213-59eb-4f99b1955e7c_103016_3.png,9739788,213718,116137,528481,0.9679680090541762,0.937924422446503,0.988216529650946,0.9485326105110803,0.9391762164700093,0.9679680090541763,0.6479149929514484,0.2879524224635172,0.011783470349053995,0.25,
HistoKit (no postprocessing),constant,db9f8afe-40d5-d8aa-882f-512377b755a1_120139_3.png,5416432,848340,337187,123941,0.9591705041051916,0.9215443143072976,0.9413956676658639,0.9776294845130463,0.9314399559910198,0.9591705041051914,0.7155804971122547,0.8725255353133508,0.05860433233413613,0.25,
HistoKit (no postprocessing),constant,16277008-7349-6ea9-1043-9abf63a9d11e_105523_2.png,7210287,371637,5228,1191542,0.9233691721204322,0.8576469744406395,0.9992754501930908,0.8581806413817753,0.8636733436659257,0.9233691721204322,0.9861276584453319,0.2377443658083943,0.0007245498069091396,0.25,
HistoKit (no postprocessing),constant,e2bfe175-7bb7-d3b3-d437-ffbd60d747a4_123954_6.png,2245498,163721,10669,656041,0.8707351679215527,0.7710637426996972,0.9952711833831449,0.773898955002845,0.7832492232427992,0.8707351679215526,0.9388210333161305,0.1997177229488559,0.0047288166168550465,0.25,
