"Method","Mode","Image","TP","TN","FP","FN","DICE","JACCARD","PRECISION","RECALL","ACCURACY","F1","SPECIFICITY","NPV","FDR","Overlap","Sigma","Organ","Dataset"
"HistoKit (no postprocessing)","gaussian","cbe296c0-32ef-a6c0-58c3-7dcdd9f9743d_115103_2.png",2743883,1265606,2801829,84154,0.655353534002512,0.487379806197874,0.494775603204782,0.97024296358216,0.581466939464042,0.655353534002512,0.311155802120993,0.937652619724988,0.505224396795218,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d73023-1258-3c47-44ee-6493877f23d1_111048_1.png",5797561,466252,114946,2597733,0.810405596219852,0.68124529978003,0.980558839084673,0.690572718477757,0.697801880734701,0.810405596219852,0.802225747507734,0.152171763242966,0.0194411609153275,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","9761f929-4dae-801a-b291-ba7ecada0fc3_101038_4.png",5039921,535756,5510,2408919,0.806757112919994,0.676104690549813,0.998907922831568,0.676604813635412,0.697822657171257,0.806757112919993,0.989820162360097,0.18194062163057,0.00109207716843219,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","367a29b2-8f5a-4095-840e-86626c38d291_123703_3.png",4499021,1562181,58142,32346,0.990043714440069,0.980283729697447,0.987241623790942,0.992861756728157,0.985290546175116,0.990043714440069,0.964117030987032,0.97971436043416,0.0127583762090581,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","16277008-7349-6ea9-1043-9abf63a9d11e_105523_1.png",1803792,252731,2580,934975,0.793723580290944,0.657994774101929,0.998571722768068,0.658614624756323,0.68686353528532,0.793723580290944,0.989894677471789,0.212789191938072,0.00142827723193229,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","aedd99b7-9b77-3379-0a55-09f4124063bb_103758_1.png",18614127,4110192,1124388,882279,0.948855077342962,0.90268720981355,0.943035836282517,0.954746582523979,0.9188602104259,0.948855077342962,0.785199958735944,0.823278092151161,0.0569641637174833,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","78f7eac9-40c9-a096-07a4-a0166ddd84e8_103411_8.png",0,5970447,613893,0,0,0,0,NA,0.90676468712126,NA,0.90676468712126,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","7f0a6db3-032c-fd36-2371-511c4ae59038_115247_3.png",3632174,689047,4206,15543,0.997288751097082,0.994592164183089,0.998843355204902,0.99573897865432,0.995450555981728,0.997288751097082,0.993932950885175,0.977940362480308,0.00115664479509842,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","37e97aba-1a30-28bd-be40-a79de2fca963_105321_2.png",3131569,834285,78347,15195,0.985284456666058,0.970995726968777,0.975592196182081,0.995171229872974,0.976956670401212,0.985284456666058,0.914152692432437,0.98211258652352,0.0244078038179192,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0f170c8e-9c83-6973-94f2-3858ac80f3dc_115930_5.png",7127634,277467,43681,487498,0.964076630444082,0.930644735679015,0.993908927442178,0.93598298755688,0.933069523756722,0.964076630444082,0.86398482942444,0.362718555750917,0.00609107255782238,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","c149f6be-4555-ddd6-581f-abc8aeab9698_132314_2.png",2861915,1597530,38417,37058,0.986985509470531,0.974305420798736,0.986754275027824,0.987216852312871,0.983356928016371,0.986985509470531,0.976516965402913,0.977328843720864,0.0132457249721756,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d76874a4-c608-41cd-b260-c14f0dca935a_100643_5.png",0,3917911,11859,0,0,0,0,NA,0.996982266137713,NA,0.996982266137713,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0f170c8e-9c83-6973-94f2-3858ac80f3dc_115930_4.png",6102940,362834,10757,1493733,0.890266272901461,0.802234131631839,0.998240508157339,0.803370106887581,0.811237118368977,0.890266272901461,0.971206479813486,0.195432753032883,0.00175949184266083,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0a6bb222-fb92-5dbe-8347-47a6b9e62ff2_125049_3.png",4659067,333486,9054,1428986,0.866305621311072,0.764143880040157,0.99806046158615,0.765280295687308,0.776375211430734,0.866305621311072,0.973568050446663,0.189214920861154,0.00193953841385003,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d9e09c-5b48-9d63-55ef-dabd0e7bf5cd_123455_1.png",0,3101658,2673867,0,0,0,0,NA,0.537034815016817,NA,0.537034815016817,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","ed9d6e50-ec08-4213-59eb-4f99b1955e7c_103016_4.png",6670562,324142,90147,1875402,0.871588750867024,0.772403457991682,0.986666043457868,0.780551146716743,0.780636886034356,0.871588750867024,0.782405518852782,0.147367818056834,0.0133339565421319,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","8469f8e6-543f-6b82-f38a-8b184a96e4e9_104905_3.png",5242427,705516,1237447,31978,0.892003159019792,0.805059298030729,0.809032243528192,0.993937136037145,0.824115245335973,0.892003159019792,0.363113450950944,0.956639647237808,0.190967756471808,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","46e107b0-7f41-8fd8-abd7-fbe9d0e935a4_133028_5.png",0,11464631,74629,0,0,0,0,NA,0.993532600877353,NA,0.993532600877353,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","16277008-7349-6ea9-1043-9abf63a9d11e_105523_3.png",2689353,294063,149,578007,0.902942858169284,0.823059094864008,0.99994459940911,0.823096628470692,0.837668310510078,0.902942858169284,0.999493562465161,0.337201142110152,5.54005908900607e-05,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","9761f929-4dae-801a-b291-ba7ecada0fc3_101038_3.png",8809982,1113821,48761,268447,0.98231560694183,0.965245820455146,0.99449572021674,0.97043023633274,0.969025714355741,0.98231560694183,0.958058012252039,0.805792364432946,0.00550427978326045,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4a12a0e8-253e-42bb-77ff-6e284ada3080_105659_4.png",4951305,6308572,14279,37151,0.9948332536337,0.989719623366019,0.99712440671631,0.992552605455476,0.995453222160799,0.994833253633701,0.997741683300777,0.994145505563353,0.0028755932836903,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d9e09c-5b48-9d63-55ef-dabd0e7bf5cd_123455_4.png",0,16285143,1336683,0,0,0,0,NA,0.924146169642124,NA,0.924146169642124,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4c439187-b529-301f-82bf-3874dfa019f2_103211_2.png",2436498,1528646,63788,28532,0.981407024245788,0.963492825501875,0.974487718604992,0.988425292998462,0.977246871444824,0.981407024245788,0.959943080843539,0.981677110773463,0.0255122813950084,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","15fe4c3f-571c-b45d-d559-12744253eeb9_122421_2.png",4195010,338961,4595,434794,0.950235740580145,0.905189648107554,0.998905849478701,0.906088033100321,0.911651479080541,0.950235740580145,0.986625179010118,0.43807277497399,0.00109415052129903,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6fecdbd3-f25f-98e1-f3e7-fdc984783bf1_110414_1.png",10942768,2779281,774402,2909483,0.855926147095783,0.74813889411337,0.933908785141805,0.78996316194386,0.788354649626961,0.855926147095783,0.782084671030027,0.488556213616877,0.0660912148581953,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","7f0a6db3-032c-fd36-2371-511c4ae59038_115247_1.png",3420311,1168270,240190,84977,0.954622303280211,0.913184111614058,0.934383298898156,0.975757484121134,0.933825055741564,0.954622303280211,0.829466225522911,0.932194531485015,0.0656167011018437,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","efbb89df-e3ec-91fc-7f90-b36e0f9bf420_124740_1.png",3775296,458684,1098,563182,0.930463474963006,0.869968863317522,0.999709246439858,0.870189038644428,0.882399036317332,0.930463474963006,0.997611911732082,0.448869029794513,0.000290753560142294,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d18df4a2-af46-984e-1fcb-35841267a2a7_132544_3.png",4092436,297299,1168,1786506,0.820740460861249,0.695979496982199,0.999714676847101,0.696117770850605,0.710611034496825,0.820740460861249,0.996086669548057,0.142671219235965,0.00028532315289901,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","5b6306df-eee5-32e5-a263-7c4b8cf32245_100047_2.png",4203641,1008121,38089,24874,0.99256656684665,0.985242830129068,0.991020409125522,0.994117556636313,0.988063263961628,0.99256656684665,0.963593351239235,0.975920503003403,0.0089795908744781,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","786743ed-e3ab-4cc3-3e88-4ee844fd6584_104341_2.png",6064222,2819894,54873,70851,0.989740307134683,0.979688998902414,0.991032497452646,0.988451482158403,0.986045923124051,0.989740307134683,0.980912192188097,0.975490401263342,0.00896750254735382,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4f8d8d4c-adc3-ed68-4f51-2bb95426a546_131620_1.png",5843813,1333992,21398,3481,0.99787586003165,0.995760724877025,0.996351708404011,0.999404681892171,0.996545870955883,0.99787586003165,0.984212662038233,0.997397330637703,0.00364829159598862,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36686384-7dd5-47b9-9af9-593716a57c66_072643_8.png",0,4124799,159,0,0,0,0,NA,0.999961454152988,NA,0.999961454152988,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","adf4a334-3c2a-d6ae-0b72-c218c11535ea_115443_3.png",0,7867274,305908,0,0,0,0,NA,0.962571737665942,NA,0.962571737665942,1,1,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6dacef70-8f47-e898-de47-4738667f2bb0_100303_2.png",5392044,372492,1668,2168900,0.832448812226276,0.712986994440545,0.99969075100784,0.713144284629009,0.726460043875921,0.832448812226276,0.99554201411161,0.146570068686767,0.000309248992159759,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","b04c2edc-8554-0391-20e3-62a3af357e5f_130945_4.png",3964494,358917,203605,1429376,0.829221261855168,0.70826470864095,0.95115159212869,0.73499991657196,0.725843933710206,0.829221261855168,0.638049711833493,0.200703687818495,0.0488484078713102,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e2bfe175-7bb7-d3b3-d437-ffbd60d747a4_123954_4.png",1858642,250467,2673,582170,0.864057244242209,0.760652101404347,0.998563918519971,0.76148511233147,0.782905189105077,0.864057244242209,0.989440625740697,0.30081175830524,0.0014360814800289,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","18a7f9da-53be-2120-be0a-0738920b492f_101923_2.png",3784545,175134,42253,380282,0.947127774388813,0.899565732051684,0.988958654206467,0.908692005694354,0.903579560468749,0.947127774388813,0.80563235152056,0.315320408486612,0.0110413457935329,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","b04c2edc-8554-0391-20e3-62a3af357e5f_130945_2.png",10186583,496184,24646,2053147,0.907451926663801,0.830583064315706,0.997586382599,0.832255531780521,0.83717070410703,0.907451926663801,0.952679377148014,0.194633023330435,0.00241361740100041,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0a6bb222-fb92-5dbe-8347-47a6b9e62ff2_125049_2.png",5234336,381496,47193,4164205,0.713121395197707,0.554148147724677,0.991064519384443,0.556930698073243,0.571456249624767,0.713121395197707,0.889913200478669,0.0839245696098358,0.00893548061555659,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","7f0a6db3-032c-fd36-2371-511c4ae59038_115247_4.png",2869721,860073,8402,9174,0.996947030563392,0.993912645633615,0.997080736299317,0.996813360681789,0.995309777257116,0.996947030563392,0.990325570684245,0.989446037777525,0.0029192637006827,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d18df4a2-af46-984e-1fcb-35841267a2a7_132544_1.png",7156977,152176,230469,1112238,0.914240526763657,0.842028597769046,0.968802614597792,0.865496543505036,0.844807128178218,0.914240526763657,0.397694991441153,0.120352985651851,0.031197385402208,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","367a29b2-8f5a-4095-840e-86626c38d291_123703_1.png",12354144,6054992,169315,118689,0.988478131076401,0.977218744789256,0.986480172929859,0.99048419873817,0.984596360726828,0.988478131076401,0.972797774916951,0.98077500279007,0.0135198270701409,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0f170c8e-9c83-6973-94f2-3858ac80f3dc_115930_1.png",5451762,259950,9793,784355,0.932110594313125,0.872853115078507,0.998206920922704,0.874223815877733,0.877933432321015,0.932110594313125,0.963695072717364,0.248921531544903,0.00179307907729575,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","76bd570a-7866-8dee-341c-c3f9290b76cf_114927_1.png",2633649,445900,37692,335138,0.933896890283341,0.875991151110651,0.985890232658429,0.887112817457096,0.892007800997515,0.933896890283341,0.922058263991133,0.570906921302165,0.0141097673415711,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6fecdbd3-f25f-98e1-f3e7-fdc984783bf1_110414_2.png",7885655,675990,91791,2553529,0.856362428956872,0.748805784839485,0.988493685823759,0.755389980672819,0.763957503213403,0.856362428956872,0.880446377287273,0.209316000308405,0.0115063141762414,0.25,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","96e6b3f2-f43e-7954-4202-361d3af0da92_104636_1.png",4588717,226182,110757,383193,0.948926647933739,0.902816769227652,0.976432043245691,0.922928411817591,0.906957233102693,0.948926647933739,0.671284713256702,0.371170461538462,0.0235679567543091,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","32e0aaf3-9973-5f67-ccc7-24d8d8604aa6_110737_5.png",0,5460266,13642,0,0,0,0,NA,0.997507813430551,NA,0.997507813430551,1,1,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0a6bb222-fb92-5dbe-8347-47a6b9e62ff2_125049_1.png",5846391,233225,40703,1751188,0.867116466227991,0.765406540371251,0.99308606249535,0.769507102196634,0.772357313536023,0.867116466227991,0.851409859525131,0.117528458037717,0.00691393750465,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","36c069a8-8f9e-b246-f3af-1b6cffe0751a_123150_5.png",2151665,342554,3297,1153353,0.788158564683387,0.650380934100894,0.998470042627202,0.651029737205667,0.683185017046626,0.788158564683387,0.990466993011441,0.228994182124958,0.00152995737279822,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","9761f929-4dae-801a-b291-ba7ecada0fc3_101038_1.png",5036150,269170,18281,1024198,0.906207851726067,0.828500966254068,0.99638317349668,0.831000133985705,0.83577315538819,0.906207851726067,0.936403073915206,0.208115555665518,0.00361682650331956,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","4c439187-b529-301f-82bf-3874dfa019f2_103211_1.png",5215054,2767633,7386,67207,0.992899083943465,0.985898302854614,0.998585718553013,0.987276849818667,0.990742161126335,0.992899083943465,0.997338396601969,0.976292489170465,0.00141428144698647,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","96e6b3f2-f43e-7954-4202-361d3af0da92_104636_4.png",3016981,361538,5328,2029044,0.747857240416671,0.597261961300269,0.998237109441821,0.597892598629614,0.62416165409575,0.747857240416671,0.985476986147531,0.151234301939862,0.00176289055817919,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","d7d9e09c-5b48-9d63-55ef-dabd0e7bf5cd_123455_3.png",0,3207282,1389,0,0,0,0,NA,0.99956711049528,NA,0.99956711049528,1,1,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","0fcbbf47-bbbc-4a27-0d18-fe35bf99ccdb_133554_3.png",1488307,238171,5337,1163633,0.718020428484865,0.56008726226133,0.996426859412283,0.561214431699058,0.596273184667796,0.718020428484865,0.978082855594067,0.169903210434554,0.00357314058771702,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","6fecdbd3-f25f-98e1-f3e7-fdc984783bf1_110414_3.png",2535173,740615,415863,761099,0.811604934477378,0.682942026623493,0.859078981076476,0.769103095861021,0.735677502666891,0.811604934477378,0.64040561082874,0.493179793222944,0.140921018923524,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","db9f8afe-40d5-d8aa-882f-512377b755a1_120139_3.png",5414578,861068,324459,125795,0.960081777327006,0.923228150439774,0.943464556858581,0.977294850003781,0.933056691297819,0.960081777327006,0.726316650738448,0.87253043228898,0.056535443141419,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","aedd99b7-9b77-3379-0a55-09f4124063bb_103758_2.png",4824603,130095,24618,554208,0.943407881398885,0.892878022455741,0.994923308300447,0.896964589386019,0.895396495976163,0.943407881398885,0.840879564096101,0.190113151630199,0.00507669169955339,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","ed9d6e50-ec08-4213-59eb-4f99b1955e7c_103016_3.png",9780435,221387,108468,487834,0.970417377993302,0.942534729366274,0.989031341494603,0.952491116078085,0.943735136520388,0.970417377993302,0.671164602628428,0.31215516743018,0.0109686585053974,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","cbe296c0-32ef-a6c0-58c3-7dcdd9f9743d_115103_5.png",2835428,653249,38395,35074,0.987210159592293,0.974743347736273,0.986639747820238,0.987781231296825,0.979375073340621,0.987210159592293,0.944487337416359,0.949044271366786,0.0133602521797619,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","16277008-7349-6ea9-1043-9abf63a9d11e_105523_2.png",6827505,376130,735,1574324,0.896582280750008,0.812550193012514,0.99989235879231,0.812621275676998,0.820581626378593,0.896582280750008,0.998049699494514,0.192842281848226,0.000107641207690415,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","042c1e4d-d1be-7f85-b2e1-b98e0b68f672_101215_1.png",3921191,649301,1383846,35222,0.846776908583429,0.734269817250437,0.739144891920641,0.9910974915915,0.763076419636835,0.846776908583429,0.319357626379204,0.948545191323009,0.260855108079359,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","e2bfe175-7bb7-d3b3-d437-ffbd60d747a4_123954_6.png",2179724,170081,4309,721815,0.857218814324131,0.750116317164559,0.998027044463156,0.751230295370836,0.7639334327938,0.857218814324131,0.975291014393027,0.190696000430543,0.00197295553684399,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","db9f8afe-40d5-d8aa-882f-512377b755a1_120139_1.png",4115293,7591862,991644,277101,0.86643848919466,0.764350660229367,0.80582411727421,0.936913446289199,0.902222967193027,0.86643848919466,0.884470984234181,0.964785575939295,0.19417588272579,0.5,1.75,"Breast","GrandQC"
"HistoKit (no postprocessing)","gaussian","a2afe16d-3866-9541-f2c7-cc8ca97faf02_130229_2.png",1341238,2139612,25239,2581,0.989735438490851,0.979679458430541,0.981529875731534,0.99807935443687,0.992071069664574,0.989735438490851,0.988341460913476,0.998795159913229,0.0184701242684655,0.5,1.75,"Breast","GrandQC"
