"Method","Mode","Image","TP","TN","FP","FN","DICE","JACCARD","PRECISION","RECALL","ACCURACY","F1","SPECIFICITY","NPV","FDR","Overlap","Sigma","Organ","Dataset"
"HistoKit (no postprocessing)","constant","7619a4ca-ed05-1dc2-f55c-d5b01e2c71b2_170239_5.png",4615671,282602,24047,148090,0.981694328237453,0.96404680388186,0.994817141903883,0.968913217938515,0.966050674403056,0.981694328237453,0.92158135196919,0.656157996898015,0.00518285809611705,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","9c11305f-9a45-9e5e-ad0d-26ee9868ea85_151624_2.png",833482,2163469,637095,2903,0.72257973906809,0.565655455113066,0.566772090138769,0.996529110397724,0.824028876951533,0.72257973906809,0.772511894032773,0.998659971602292,0.433227909861231,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","63515737-df00-8806-b37c-2eeed3f51d2f_160144_3.png",3428376,1290933,825,38686,0.994270665141396,0.98860660684734,0.999759419176654,0.988841849381407,0.991697311518402,0.994270665141396,0.999361335482343,0.970904447063407,0.000240580823346313,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","222ae6ec-aad2-d76b-96ce-832119c855bb_161654_7.png",0,22236226,630,0,0,0,0,NA,0.999971668656756,NA,0.999971668656756,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","3387f347-06dd-7f7b-50b8-8d1a72088303_152337_1.png",6848512,481416,5642,3231566,0.808836444428067,0.679030550124334,0.999176849542628,0.679410615671823,0.693653228273015,0.808836444428067,0.988416163988683,0.129657509785935,0.000823150457372274,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","bb87bd99-35a9-7681-1e96-e16035c6cb7c_142800_3.png",3181881,3181881,32689,21653,0.991533013488096,0.983208202895783,0.989830988281481,0.993240902078767,0.991533013488096,0.991533013488096,0.989830988281481,0.993240902078767,0.0101690117185191,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","bc67e5a0-18d9-7e77-9e7c-31a2ad635848_162418_1.png",4782691,3316923,32195,50703,0.991408002255324,0.982962391603565,0.99331344501199,0.989509855807327,0.989868881341085,0.991408002255324,0.990387021299339,0.984943993186892,0.0066865549880101,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","6edc5bc4-e291-c11b-6fc8-450de3279215_144119_2.png",4394415,1217282,17339,20744,0.995685581131252,0.991408230753855,0.996069817129423,0.995301641458439,0.993259383551218,0.995685581131252,0.985956014031837,0.983244293738581,0.0039301828705771,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","72dd2011-1bd9-ce93-f9e1-07f6077d720d_154913_2.png",2153282,7881615,267351,53944,0.930573727505527,0.870161647829104,0.889553269743906,0.975560273392938,0.968975565536058,0.930573727505527,0.967192033934121,0.993202243219413,0.110446730256094,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","f6e1dfa1-5106-6910-1781-639e714c1d19_164025_4.png",12795092,497681,47511,1985516,0.926401496191011,0.86289380332057,0.996300516336135,0.865667501634574,0.867346109175377,0.926401496191011,0.912854553991988,0.200419459269643,0.00369948366386472,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","471ad0ae-4155-cece-bd54-ae74bd634547_150346_1.png",6346160,25359807,93879,27670,0.990514262319991,0.981206792080472,0.985422603807213,0.995658811107293,0.996181008910655,0.990514262319991,0.996311771898184,0.998910092562565,0.014577396192787,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","b4a3ca7b-c417-ed09-85e0-46323c53f954_140543_1.png",11031566,444441,9522,40267,0.997748420482305,0.995506957407285,0.999137584991624,0.996363113497106,0.995680211587989,0.997748420482305,0.979024722279129,0.91692524158875,0.000862415008375986,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","f881e0d1-5083-a9bf-24e9-defb3fc05474_163258_3.png",1018110,8132297,47803,83398,0.939466767185517,0.88584377944699,0.955153000291769,0.924287431412209,0.985864410563342,0.939466767185517,0.994156183909732,0.989848941568547,0.0448469997082313,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","6edc5bc4-e291-c11b-6fc8-450de3279215_144119_4.png",4564765,757155,6617,14003,0.9977464850303,0.995503103883316,0.998552516503762,0.996941753764331,0.996140412612727,0.9977464850303,0.99133641976925,0.981841594070216,0.00144748349623812,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","0dc0a59e-eed8-a877-89ca-f550e6af1913_165712_5.png",1417180,4876666,7057,31247,0.986666035429135,0.973682981056473,0.995045066235465,0.978426941778909,0.993950869767772,0.986666035429135,0.998554995850502,0.993633342726328,0.00495493376453498,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","bb87bd99-35a9-7681-1e96-e16035c6cb7c_142800_1.png",4011733,3746445,669312,405785,0.881838813447794,0.788650888667402,0.857016542246443,0.908141857033746,0.878290101915767,0.881838813447794,0.848426441944156,0.902272995474721,0.142983457753557,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","5b332dc9-3073-2df1-1a15-cd0113c0a149_073124_9.png",0,4494082,120990,0,0,0,0,NA,0.973783724284258,NA,0.973783724284258,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","471ad0ae-4155-cece-bd54-ae74bd634547_150346_2.png",3408549,6970413,14117,8569,0.996683228593184,0.993388386397318,0.99587543745139,0.997492331256925,0.997818999450856,0.996683228593184,0.997978818904064,0.998772170497072,0.00412456254860977,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","222ae6ec-aad2-d76b-96ce-832119c855bb_161654_3.png",0,5734970,11930,0,0,0,0,NA,0.997924098209469,NA,0.997924098209469,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","d453b2d1-a9e4-4e23-336a-b459202a3483_134957_3.png",9541683,4119338,798,74241,0.99608323344245,0.992197029299589,0.999916373949291,0.992279369096511,0.994537079773967,0.99608323344245,0.999806317073029,0.982296506158582,8.36260507094539e-05,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","cbce74a2-7428-f9d6-deea-88fb31a09ea9_143207_2.png",4508250,38801,20908,27457,0.994664564778405,0.989385761140671,0.995383689418651,0.993946478465209,0.98947538155414,0.994664564778405,0.649835033244569,0.585604757161399,0.00461631058134867,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","d5907b31-ce36-7334-168a-45b235153f97_142531_4.png",4735025,730935,4473,3152219,0.749999485219544,0.599999341081288,0.999056229161823,0.600339611656492,0.633907062467556,0.749999485219544,0.993917662032504,0.188232297766197,0.000943770838177377,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","dd39d066-a837-16fd-ad92-0770b0888627_135807_3.png",7436827,297219,3090,2955715,0.834077566083287,0.715379978821874,0.999584672786,0.715592681751972,0.723291290601543,0.834077566083287,0.989710598083974,0.0913695144137569,0.000415327213999834,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","72dd2011-1bd9-ce93-f9e1-07f6077d720d_154913_1.png",3518356,3155603,586097,45666,0.917615562416256,0.84777231689019,0.857204601928686,0.987186947779784,0.913524905546639,0.917615562416256,0.843360771841676,0.985735031951392,0.142795398071314,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","7113876b-cb4d-9a5f-bbe7-a494ab48a133_145721_1.png",5957558,2784873,127769,46513,0.985583897560491,0.9715775362697,0.979003757727399,0.992253089612032,0.980454456703945,0.985583897560491,0.956132954204465,0.983572356436035,0.020996242272601,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","7dc61ab2-e077-871e-9c20-3a759a62a842_155215_1.png",0,4773162,25238,0,0,0,0,NA,0.994740330110037,NA,0.994740330110037,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","6ea845c8-2c0d-1181-8621-d91147212828_165222_2.png",6243267,2891675,53766,35955,0.992865841222208,0.985832753828051,0.991461693149774,0.994273972157697,0.990273791031716,0.992865841222208,0.981746027165372,0.98771873494943,0.00853830685022613,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","bc67e5a0-18d9-7e77-9e7c-31a2ad635848_162418_2.png",2980915,704027,41473,75940,0.98068624662643,0.9621043995342,0.986278068864752,0.975157473939719,0.969120978972242,0.98068624662643,0.944368879946345,0.902636906433221,0.013721931135248,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","cbce74a2-7428-f9d6-deea-88fb31a09ea9_143207_1.png",9853890,98878,31751,35764,0.996585891639038,0.99319501623006,0.996788169831375,0.996383695526659,0.993262166347996,0.996585891639038,0.756937586600219,0.734377088872714,0.00321183016862538,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","63515737-df00-8806-b37c-2eeed3f51d2f_160144_1.png",6907259,13582733,81703,74731,0.988802910496006,0.977853794042295,0.98830970893818,0.989296604549706,0.992423192275506,0.988802910496006,0.994020755777992,0.99452819352114,0.0116902910618201,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","6b2d30c9-44cd-a969-e61b-a79baabcf1be_142247_1.png",7180270,1181883,6858,25648,0.997741548244895,0.995493274711429,0.999045794091882,0.996440703321908,0.996127776006149,0.997741548244895,0.994230871148551,0.978759965582664,0.000954205908117958,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","f6e1dfa1-5106-6910-1781-639e714c1d19_164025_1.png",7815639,353566,32141,1968316,0.886542248961886,0.796206455193592,0.99590444686268,0.798822051000848,0.803291692486928,0.886542248961886,0.916669907468623,0.152275610905291,0.00409555313732036,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","6f9bf85b-ed1d-2e4e-f36d-d84bb6bb652f_152546_2.png",2503318,1595371,98905,63652,0.968552731538559,0.939023022459793,0.961992112128745,0.975203449981885,0.961852237584969,0.968552731538559,0.941624032920256,0.961632840533254,0.0380078878712547,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","7113876b-cb4d-9a5f-bbe7-a494ab48a133_145721_3.png",7288605,851197,9412,57485,0.995431814312747,0.990905175472728,0.998710334601851,0.99217474874389,0.991848488655427,0.995431814312747,0.9890635584801,0.936738044772539,0.00128966539814857,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","f809f95e-93da-4287-8a36-e23950f18d38_162835_1.png",2351393,509041,25572,68594,0.980369618040789,0.961495101937839,0.989241743147249,0.971655219635477,0.968129019156569,0.980369618040789,0.95216726865976,0.881250270499537,0.0107582568527513,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","95031375-df8d-17e5-9a91-20de2ed0d02b_155923_3.png",7694333,357113,16507,3217123,0.826357072189165,0.704095813647978,0.997859247500921,0.705160979432992,0.713459616931246,0.826357072189165,0.95581874631979,0.0999131003101082,0.00214075249907922,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","1ee935a2-6e4b-4d5e-7e96-395ae0ea6869_153651_1.png",7248689,33222542,3316748,359596,0.797711002732407,0.663493556495436,0.686075644575799,0.952736260537033,0.916726026287967,0.797711002732407,0.909227902348404,0.989292045670231,0.313924355424201,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","0cbd0965-0ecb-30f3-7909-3615ae1e668b_140306_7.png",0,3969050,60646,0,0,0,0,NA,0.98495022949622,NA,0.98495022949622,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","1ee935a2-6e4b-4d5e-7e96-395ae0ea6869_153651_2.png",18373447,22548519,334507,1308742,0.957196069834905,0.917906082002744,0.982119530548343,0.933506278188874,0.961394556564556,0.957196069834905,0.985381872135267,0.945142822556202,0.0178804694516568,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","e31b457d-11d9-9b22-d318-5b97845e05b9_143436_1.png",7723785,182924,3218,384559,0.975511935418908,0.952194534172333,0.999583538404217,0.952572436492581,0.95324882096371,0.975511935418908,0.982712123002869,0.32234269572833,0.000416461595782996,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","b4a3ca7b-c417-ed09-85e0-46323c53f954_140543_2.png",22020565,1148292,55013,9846,0.998529474081173,0.997063266704773,0.99750797011974,0.999553072341683,0.997208410398061,0.998529474081173,0.954281749016251,0.991498422467789,0.00249202988025953,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","d5907b31-ce36-7334-168a-45b235153f97_142531_3.png",4579034,260871,5610,1861466,0.830652914828142,0.710356168293746,0.998776349919427,0.710974924307119,0.721621993561634,0.830652914828142,0.978947842435296,0.12291686004626,0.00122365008057332,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","c428abbd-190a-bb14-c088-c4a63bc0a23d_153345_3.png",5105689,80605,3591,54091,0.994382932809819,0.988828616033982,0.999297161243854,0.989516801103923,0.989000331046519,0.994382932809819,0.957349517791819,0.598421630931876,0.00070283875614568,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","dedad911-64ee-f08c-5927-fcd1f9f50cc1_141925_1.png",2045670,1509751,58742,9540,0.983584566097592,0.96769936119647,0.972086264476728,0.995358138584378,0.981156844255724,0.983584566097592,0.962548764961017,0.993720755273348,0.0279137355232721,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","07cdd1fa-039b-ff4e-0ffc-87e5bf5a31f8_163453_9.png",0,3231223,852,0,0,0,0,NA,0.999736392255749,NA,0.999736392255749,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","e31b457d-11d9-9b22-d318-5b97845e05b9_143436_6.png",2755301,276745,14697,1669685,0.765894962379347,0.620607597434321,0.994694219995827,0.622668862681148,0.642869137406529,0.765894962379347,0.949571441315939,0.142180813078302,0.00530578000417329,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","0a27a470-b16c-7ffd-586b-263aff58f3c5_151319_4.png",7447089,318258,95,1282975,0.920686757104793,0.853030168179068,0.999987243500362,0.853039450798986,0.858199506057247,0.920686757104793,0.999701589116484,0.198758082053018,1.2756499637984e-05,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","63515737-df00-8806-b37c-2eeed3f51d2f_160144_4.png",6808415,3336887,1351456,55162,0.906371826227907,0.828775124822992,0.834377773864317,0.991963082806531,0.878235133207294,0.906371826227907,0.711741227124381,0.983737852843517,0.165622226135683,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","3ac230b9-44c8-f340-4d1e-154210441df7_162156_3.png",7356573,572664,19830,4383341,0.769664261164951,0.625572546477202,0.997311697855988,0.626629206994191,0.642959347436445,0.769664261164951,0.966531306646143,0.11554952022849,0.00268830214401247,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","fd180adf-3e50-54f8-dd46-abdbb7479781_134429_1.png",6271880,2236527,36472,18914,0.995603987762345,0.991246456210313,0.994218458323188,0.996993384300932,0.993532538677663,0.995603987762345,0.983954238431253,0.991614056851853,0.00578154167681195,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","95031375-df8d-17e5-9a91-20de2ed0d02b_155923_2.png",5734136,239026,673,1766584,0.866476285156415,0.764409490343993,0.999882646483954,0.764478076771297,0.771684581932839,0.866476285156415,0.997192312024664,0.11917870373602,0.000117353516045608,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","9c11305f-9a45-9e5e-ad0d-26ee9868ea85_151624_1.png",0,6830556,6113,45207,0,0,0,0,0.992542731080886,NA,0.999105851109656,0.993425166050662,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","7e63bf8d-5610-726c-f6ab-7421ed7c18fd_161152_1.png",18994809,398338,44708,1222212,0.967727159231413,0.93747226606377,0.997651831188785,0.939545395931478,0.938677836814372,0.967727159231413,0.899089485064756,0.245804202277005,0.00234816881121512,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","58dff1be-4537-9c42-d313-957df44346bb_144618_2.png",13505137,4085459,99207,355697,0.983437063469969,0.967413849285973,0.992707696894463,0.974337979951279,0.974791277603835,0.983437063469969,0.976292731606298,0.919908915606657,0.00729230310553747,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","7619a4ca-ed05-1dc2-f55c-d5b01e2c71b2_170239_2.png",5106406,785876,38543,53415,0.991076171520568,0.982310203748718,0.992508574914931,0.989647896700293,0.984633303477133,0.991076171520568,0.953248287581921,0.936356996560192,0.00749142508506887,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","222ae6ec-aad2-d76b-96ce-832119c855bb_161654_1.png",0,13414420,15084,0,0,0,0,NA,0.998876801406813,NA,0.998876801406813,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","22383f59-0019-4bd8-48c3-85b3dbec63de_150057_2.png",10427235,593668,10414,1617373,0.927596815568828,0.864970217391557,0.999002265740111,0.865718087296822,0.871307858758496,0.927596815568828,0.982760618591516,0.268501579120423,0.000997734259889368,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","bc67e5a0-18d9-7e77-9e7c-31a2ad635848_162418_4.png",4111509,5696597,693276,115744,0.910427746207445,0.835582718849945,0.85571133776017,0.972619571149397,0.923800471050264,0.910427746207445,0.891503946948554,0.980086509033107,0.14428866223983,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","dacb3a12-7e96-468f-217d-f09682601575_140850_3.png",4290949,321408,866,978424,0.897576535468187,0.814184897497058,0.999798220566357,0.814318705470271,0.824865553923558,0.897576535468187,0.997312845591019,0.247268877824211,0.000201779433642876,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","22383f59-0019-4bd8-48c3-85b3dbec63de_150057_4.png",3218345,179108,30,570471,0.918583495155191,0.849426184120442,0.999990678525653,0.849432909911698,0.856222879599915,0.918583495155191,0.99983253134455,0.238944794344559,9.32147434652581e-06,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","7e63bf8d-5610-726c-f6ab-7421ed7c18fd_161152_3.png",6604867,343554,50932,1055005,0.922746408463844,0.856573062938703,0.99234772564496,0.862268586211362,0.862690856304128,0.922746408463844,0.87089022170622,0.245648556836,0.00765227435503987,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","1488fbc9-017a-a46d-0a46-5c2b5553bccd_165456_1.png",5716659,220929,9256,820456,0.932340375910358,0.873256190338128,0.99838348980032,0.874492646985712,0.877393938498367,0.932340375910358,0.959788865477768,0.212149205145071,0.00161651019967988,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","376ef320-a422-7219-db6d-a15a7a1ed4d1_141433_1.png",0,5303918,56176,0,0,0,0,NA,0.989519586783366,NA,0.989519586783366,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","7bed7bdd-d0af-cb27-b26c-ec8dd758c13d_163729_1.png",2725683,1045808,27213,47512,0.986477783301071,0.973316388183436,0.990114773678337,0.982867414660707,0.980571813959486,0.986477783301071,0.974638893367418,0.956543372480152,0.00988522632166271,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","f881e0d1-5083-a9bf-24e9-defb3fc05474_163258_4.png",2121996,8302377,9415,23236,0.992365273416556,0.984846241634941,0.995582738383165,0.989168537482193,0.996877601122461,0.992365273416556,0.998867271943283,0.99720909439341,0.00441726161683505,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","a3ea1aa4-9d27-f0ff-d78c-d53e7ea281e3_155514_2.png",13199429,6496642,25397,24692,0.998106200598459,0.996219560590808,0.998079596661612,0.998132805953606,0.997463354900396,0.998106200598459,0.996105972380723,0.996213658125776,0.00192040333838797,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","dedad911-64ee-f08c-5927-fcd1f9f50cc1_141925_2.png",2299830,1118922,28404,8706,0.991996583828829,0.984120259826953,0.98780019534119,0.996228778758486,0.989261723992451,0.991996583828829,0.975243304867143,0.992279368727985,0.0121998046588101,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","d704c094-5668-fa17-c96d-0600e0b32b10_154623_2.png",15883461,423873,28430,763678,0.97567163395224,0.952498892241698,0.998213285900463,0.954125570766244,0.953676383124081,0.97567163395224,0.9371439057446,0.35693035499107,0.00178671409953726,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","fd180adf-3e50-54f8-dd46-abdbb7479781_134429_3.png",4898027,948599,18366,76492,0.990409580026594,0.981001364942313,0.996264334441937,0.984623236940094,0.98403462838577,0.990409580026594,0.98100655142637,0.925380283311433,0.00373566555806259,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","594414b3-65df-8ced-0380-bf4167503c7d_141748_3.png",3554034,271499,145,396230,0.94718128980392,0.899662288132697,0.999959202955169,0.899695311503231,0.906114723485211,0.94718128980392,0.999466213131893,0.406600581972627,4.07970448308878e-05,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","d704c094-5668-fa17-c96d-0600e0b32b10_154623_1.png",11140556,419467,16515,2190854,0.909860926041105,0.834628303650193,0.998519772797,0.835662244278737,0.839666873725975,0.909860926041105,0.962119995779642,0.160695561963452,0.00148022720299978,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","f9c9fe62-ad13-adcd-2a95-e3f0edb47dd0_140030_1.png",1174267,4040595,6852,183150,0.925152922786992,0.860729812082515,0.994198721720673,0.865074623347136,0.964846108986276,0.925152922786992,0.99830708098216,0.956638007266064,0.00580127827932664,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","7619a4ca-ed05-1dc2-f55c-d5b01e2c71b2_170239_1.png",4858364,448871,31638,17033,0.995015974257683,0.990081383157039,0.993530063995884,0.996506335791731,0.990912648578971,0.995015974257683,0.934157320674535,0.96344096637934,0.00646993600411615,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","a3ea1aa4-9d27-f0ff-d78c-d53e7ea281e3_155514_3.png",3182411,2105663,23766,31004,0.991468305150857,0.98308095840177,0.992587433569638,0.990351697493165,0.989748905264687,0.991468305150857,0.988839261604872,0.985489549845624,0.00741256643036239,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","c5e98930-4076-d787-85df-db76d09df661_150955_1.png",13446606,4504612,39960,55832,0.996450702663944,0.992926511242691,0.997037051537063,0.995865043038894,0.994692084727609,0.996450702663944,0.991207092769132,0.987757332400091,0.00296294846293712,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","bb87bd99-35a9-7681-1e96-e16035c6cb7c_142800_2.png",1834808,6487165,1138402,4457,0.762521571540631,0.616189788851473,0.617113490133559,0.997576749408052,0.879252056454885,0.762521571540631,0.850712478167197,0.999313422747042,0.382886509866441,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","d453b2d1-a9e4-4e23-336a-b459202a3483_134957_1.png",12487308,3615330,296800,1106,0.988212256774373,0.976699177659443,0.976783675482091,0.999911437913573,0.981835602526355,0.988212256774373,0.924133400474933,0.999694174043174,0.0232163245179093,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","d704c094-5668-fa17-c96d-0600e0b32b10_154623_3.png",7528784,362007,34544,375463,0.973492483469451,0.948353974805484,0.995432698410012,0.952498574500519,0.950606315200057,0.973492483469451,0.912888884405789,0.490876917027133,0.0045673015899879,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","95031375-df8d-17e5-9a91-20de2ed0d02b_155923_4.png",3307223,143693,290,800426,0.892016384807237,0.805080844676613,0.999912320828369,0.805137683380445,0.811668554569163,0.892016384807237,0.997985873332268,0.1521979750434,8.76791716313738e-05,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","1be40c17-0405-b8eb-ad17-4ef04954d623_152129_2.png",4627559,4977843,75135,30798,0.988683642467069,0.977620538917146,0.984022987674724,0.993388656129189,0.98909181899296,0.988683642467069,0.985130550736615,0.993851026655734,0.0159770123252757,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","f9c9fe62-ad13-adcd-2a95-e3f0edb47dd0_140030_3.png",3573045,2343850,152262,5942,0.978340959441118,0.957600256643285,0.959127663840859,0.998339753678904,0.973958613678559,0.978340959441118,0.939000333318377,0.997471265541801,0.0408723361591407,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","e31b457d-11d9-9b22-d318-5b97845e05b9_143436_2.png",9726148,235520,551,1378083,0.933817933236778,0.875852222943233,0.999943351799002,0.875895683366097,0.878430574423856,0.933817933236778,0.997665956428363,0.145959074196069,5.66482009980981e-05,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","05946af2-9c28-2772-aad0-50112b864693_161912_4.png",5688311,1438756,15225,44773,0.994753869587343,0.989562495683513,0.997330603330986,0.992190416187867,0.991651946935223,0.994753869587343,0.989528749000159,0.969819936111798,0.00266939666901375,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","9a1203ea-2a2f-1af8-3897-ef9f15e31967_162651_6.png",0,4787133,209082,0,0,0,0,NA,0.9581519210042,NA,0.9581519210042,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","7dc61ab2-e077-871e-9c20-3a759a62a842_155215_9.png",0,5063023,11802,0,0,0,0,NA,0.997674402565606,NA,0.997674402565606,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","1488fbc9-017a-a46d-0a46-5c2b5553bccd_165456_3.png",3938244,288835,3554,1103787,0.876740641434738,0.780532683524309,0.999098380992633,0.781082861251746,0.79241585776898,0.876740641434738,0.987844959967714,0.207403731953107,0.000901619007366689,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","6b2d30c9-44cd-a969-e61b-a79baabcf1be_142247_2.png",12550228,1801664,18746,38106,0.997740139763762,0.995490470434074,0.998508549703421,0.996972911586235,0.996054340336673,0.997740139763762,0.989702319807076,0.979287628344848,0.0014914502965795,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","3a5d555c-cf8d-46f8-b813-0ec8ab008121_170857_5.png",1348693,1162931,24449,123870,0.94787969940665,0.900923305892004,0.982194849476602,0.915881357877388,0.944239782581807,0.94787969940665,0.979409287675386,0.903738029423353,0.0178051505233982,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","f9f661be-3212-7cc3-93b7-901061d68540_160902_4.png",6147876,202351,71508,3826,0.993910478029172,0.987894671720864,0.988502398308257,0.999378058299963,0.988275887506165,0.993910478029172,0.738887529714196,0.981443128962008,0.0114976016917431,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","422cfa7e-fd3c-6102-75fb-900aaca16bc3_143008_8.png",0,5726475,5,0,0,0,0,NA,0.999999126863274,NA,0.999999126863274,1,1,0.75,NA,"Colon","GrandQC"
"HistoKit (no postprocessing)","constant","6f9bf85b-ed1d-2e4e-f36d-d84bb6bb652f_152546_1.png",11570589,1585659,45673,413279,0.980552988479301,0.961847920880772,0.996068184412507,0.965513722280653,0.966291203948528,0.980552988479301,0.972002633430841,0.793250716130265,0.00393181558749277,0.75,NA,"Colon","GrandQC"
