Method,Mode,Image,TP,TN,FP,FN,DICE,JACCARD,PRECISION,RECALL,ACCURACY,F1,SPECIFICITY,NPV,FDR,Overlap,Sigma
HistoKit (postprocessed),gaussian,TCGA-CV-7099-01A-02-BS2.1e152adb-e0cb-4962-8004-a9d9310c5e30_R1.png,16251093,36614773,138721,361115,0.9848543825587414,0.9701606997438769,0.9915361455596751,0.9782620708818478,0.9906337594884445,0.9848543825587414,0.9962256377584129,0.990233770721071,0.008463854440324948,0.75,2.25
HistoKit (postprocessed),constant,1083_he_R1.png,0,17278862,4611154,0,0.0,0.0,0.0,,0.7893489890551016,,0.7893489890551016,1.0,1.0,0.9,
HistoKit (postprocessed),gaussian,TCGA-CJ-5683-01Z-00-DX1.4758DFEF-5B66-43AC-B88B-FFF4079DB129_R1.png,21279723,67099469,3416013,4481461,0.8434808545587008,0.7293271865697037,0.8616759994518892,0.8260382364413065,0.9179710481457677,0.8434808545587007,0.9515565532119599,0.9373930877958696,0.1383240005481108,0.75,2.25
HistoKit (postprocessed),constant,TCGA-KM-8441-01Z-00-DX1.D2CA0ADE-7EDF-49A6-989C-2761F1CFE340_R1.png,4505006,3749508,173939,542095,0.926379743628603,0.8628560593291758,0.9628251667843927,0.8925927973305864,0.9201794583786854,0.9263797436286031,0.9556667899426193,0.8736847280608202,0.03717483321560736,0.9,
HistoKit (postprocessed),gaussian,13-23_he_R1.png,7535043,41495976,6515353,3850020,0.592483351686321,0.4209423401109784,0.5362868776082895,0.6618358633588589,0.8254881710660136,0.592483351686321,0.8642955082538957,0.9150968036957442,0.46371312239171053,0.75,2.25
HistoKit (postprocessed),constant,2-12_he_1_R3.png,4183657,3828684,132837,176102,0.9643925782247245,0.9312337454781155,0.9692257188357032,0.9596074003173111,0.9628736204045532,0.9643925782247245,0.9664681822966482,0.9560271135586271,0.030774281164296764,0.9,
HistoKit (postprocessed),constant,2-12_he_1_R2.png,5149932,5091293,193570,223509,0.9610822787804321,0.9250802629993007,0.9637746930758143,0.9584048657089563,0.9608681643908824,0.961082278780432,0.963372749681496,0.9579459404132082,0.03622530692418567,0.9,
HistoKit (postprocessed),gaussian,TCGA-PG-A7D5-01Z-00-DX1.3B12F210-014B-408D-83A9-9D23BD5E306A_R1.png,32622599,50288076,894570,3026845,0.9433047993834829,0.8926933696993439,0.9733100966850751,0.9150941877242181,0.9548391038382239,0.943304799383483,0.9825220056032273,0.943227056455734,0.026689903314924955,0.75,2.25
HistoKit (postprocessed),gaussian,TCGA-UT-A97Y-01Z-00-DX1.19376AE8-F20F-49A8-BD6C-3998FD71628E_R1.png,39083114,34501547,2658800,4376617,0.91742627739171,0.8474492390054662,0.9363038312042903,0.8992948897911954,0.9127336865141709,0.91742627739171,0.9284506143066963,0.8874273743996759,0.06369616879570975,0.75,2.25
HistoKit (postprocessed),constant,47-07b_he_2_R1.png,10552303,36966615,364352,285690,0.9701193970134566,0.9419726851833254,0.9666242086060245,0.9736399534489457,0.9865049608710672,0.9701193970134565,0.9902399527984368,0.9923309443536447,0.033375791393975535,0.9,
HistoKit (postprocessed),constant,11-22_he_R1.png,12459457,19179397,219753,585462,0.968698065539945,0.939296275098246,0.9826682419488281,0.9551195373463032,0.9751814422537445,0.968698065539945,0.9886720294445891,0.9703786401916654,0.017331758051171958,0.9,
HistoKit (postprocessed),constant,390-02_he_2_R2.png,2633701,29159097,2596080,1634162,0.5546009094465953,0.38370088446247297,0.5035968045315855,0.6171006426401222,0.8825684339800306,0.5546009094465953,0.9182470310274132,0.9469311773722944,0.49640319546841444,0.9,
HistoKit (postprocessed),gaussian,TCGA-PG-A6IB-01Z-00-DX2.C943409D-2569-4C84-874A-773AC7CEE834_R1.png,58428353,23719569,265953,1067659,0.9887164023029366,0.9776846025728906,0.9954688449676873,0.9820549484896568,0.9840250659505131,0.9887164023029366,0.9889119361254677,0.9569270513023884,0.0045311550323126745,0.75,2.25
HistoKit (postprocessed),constant,2-12_he_1_R1.png,4957174,4935390,164788,217464,0.9628759007827826,0.9284095331595569,0.9678271724780465,0.9579750312968752,0.9627971926699223,0.9628759007827826,0.9676897551418794,0.9577973682157499,0.0321728275219535,0.9,
